color,width,height,rabiola,user_id
purple,42,57,False,f01ce7f7-6399-4022-95b4-b0659dc70915
green,49,53,False,987ad430-5f98-46e9-a9e4-4b09a7dbe1b5
purple,35,28,False,6b8a04d9-80c4-4313-b3b1-5065225dae25
yellow,52,55,True,d9c168e1-8f5c-4d4e-b698-86d295439ad7
green,31,25,True,9f2d5cb5-0e5f-44ad-aba1-68f3a0d26180
black,22,38,False,b639fee2-ce91-4bb5-a20d-d896d947cff4
pink,37,27,True,48c2a54b-394e-454e-afaf-9c65d532784a
green,30,55,False,afa7930a-8eaa-4a45-b341-dd69e0a945a2
red,48,39,True,5ef134f3-4cfe-42f7-b1a6-5e66e14dfeaf
pink,48,21,False,1beb5a52-eb63-4209-81cb-eb1be6b3cbee
gray,50,35,True,5e780189-291f-425d-ab8f-3b839c6083a5
pink,40,57,True,648836ee-9e66-49c4-bf6f-543c8dd3eebc
green,42,58,False,8e27c99a-ab3d-47ae-97e3-7ee05aec5662
black,18,57,True,448e0883-f0e4-4818-8c73-c665411173e7
black,56,55,True,3360e144-43d2-42e8-ba3f-f87a9b1fa082
white,12,38,False,62e3c38e-51fd-4a15-bde1-957dd48142d6
yellow,51,31,False,156c40d1-864f-4937-a33e-c1a93510811f
black,53,39,True,a233f404-5b9d-4fa9-a4fc-b80502cbe8bc
white,19,16,True,480a296c-5de3-4089-9eaf-b1d004b22c4e
green,55,59,False,30d8b21a-2e56-4c02-8064-b88f29a3f0dc
gray,40,20,False,cf4091dd-562e-4621-a150-ec1fba3b45cc
black,14,11,False,8c699520-96a0-47d1-abd1-f70dc3e6bc15
yellow,34,45,False,6a12e87e-4db6-46ac-ad64-78f8afcd5f8e
yellow,52,52,False,ad94c95a-7f68-439a-b15b-2e9083fcc3b4
yellow,13,58,False,fed954ee-1fa2-4234-a804-53c918bc8ac5
pink,33,47,False,d0dede3b-159a-4859-b8e6-01826d6cd449
black,43,50,True,36617bd8-1af7-4544-b630-7d7c232a25a5
green,16,47,True,0a950430-f53e-42a5-a0b0-b02205b39d48
gray,23,37,False,d2bafd85-d3b9-4dfd-a097-1e5812a9c14f
yellow,28,38,False,b6556860-46f0-49cd-9d8f-2d0e4406b8a8
gray,33,30,True,3ba82d0d-1054-4ac3-a25c-527b2f9f6389
red,34,51,False,1ebfeb2c-2b4f-4355-b882-99e633987717
black,57,14,False,efedff44-5808-4090-bac2-e7ec215f49fd
white,26,23,True,3d011957-a6b6-403e-8e96-f368bf247a23
pink,34,38,True,3e22d80f-a1b8-4d50-aec2-9a8196c72df4
white,40,29,False,8d0e5f24-153b-4d63-99fb-502ef3e96a4c
purple,32,34,False,0721e2f4-16cc-4bae-8a89-433fe3aad4dd
gray,25,39,True,6690442b-ee7e-43a7-a560-7b9aabce2fb8
gray,49,40,False,cdf2e1f9-c85c-48df-8185-6bb494bd98f6
green,48,18,False,9d7bb5e3-dbd5-4767-af89-f3efa7cd136c
purple,49,49,False,d3460580-ea68-46e3-bf51-537c7ac8957a
gray,36,28,True,0634684e-62bd-4a34-bab7-35574cb1e030
green,57,33,False,708f55ee-c072-4f76-b271-7e1ac3c40c85
red,56,33,True,2665641f-d3fc-47da-9107-daffe7a9044e
green,39,30,True,4e89ca02-91ab-42ff-b12b-28ed08a64e81
yellow,58,16,True,ae0fecdb-f1fe-403e-956d-a1e8cfe0fd01
white,27,57,True,7c3a151e-fa7a-414a-b9a4-7d8acfe2f586
red,53,42,True,69c58eb2-26d1-4acc-94f6-8c38f35f218b
green,51,44,True,8eff27d5-3917-42e0-b669-09a52ed6a5a5
yellow,48,41,True,778ea449-46c6-45e8-a6da-269ec7f38063
black,44,11,False,bbf18a53-b668-4985-b923-f644460366b9
gray,48,42,True,c3cdfb42-94f5-4617-81d5-630f884f99d0
green,58,57,True,2726ed0b-210d-47df-a3a7-fd0284914f0f
black,48,38,False,4b00e066-59a3-4ecb-bf8b-5a684fcc0c7b
black,10,38,False,5f895802-e6d8-4505-948f-d6afa515e350
black,17,49,False,0721e2f4-16cc-4bae-8a89-433fe3aad4dd
white,37,47,True,a38a974d-1212-4901-bdae-e46047892387
gray,11,30,True,12e9c495-0586-419b-98bf-7bb4e9ff513e
red,37,25,False,44a6359e-b571-4641-b237-cf97d3a6ef07
yellow,44,38,False,bb492681-f083-4ed0-bbe1-57019df6a31f
yellow,38,14,False,72a28ef8-69f4-4f21-8bc9-fb8f8ed195f7
pink,33,38,False,bbf18a53-b668-4985-b923-f644460366b9
green,26,26,False,ec5ecaec-11de-4899-8bb4-993a52c87b0a
white,45,32,False,45f17a3b-cef0-4eda-bf60-e439393bd2ff
gray,27,26,True,df6c479f-769b-4ff5-9e0b-dc634cf6b364
purple,13,27,False,dfe94fe3-78d8-476d-aeeb-45a5daae6108
gray,58,59,False,749841d9-657b-4d94-9e03-30953a5b4bac
purple,39,37,False,32d91b1f-8399-4e1c-85e1-55812beac51e
green,11,35,False,b6556860-46f0-49cd-9d8f-2d0e4406b8a8
yellow,45,49,False,e19aa1c9-510e-4281-811c-aa5fa667a82a
red,52,44,False,f6ab480c-5786-4670-873a-c202650d4ae4
yellow,20,10,True,5e780189-291f-425d-ab8f-3b839c6083a5
pink,50,46,True,81bf64b9-d37f-4fd5-a63b-df75e879659a
green,12,49,False,c5dacb0a-effa-450d-83bc-c2976be3250a
black,11,26,False,583506bd-5b92-40c3-af63-918c6c37faad
gray,11,51,True,5dcc2bd1-7190-4a5d-87c4-cc71bad7ea17
pink,36,57,False,220ed024-1ccb-463d-9bf6-15af4821ba2c
green,24,13,False,889f15e6-4bd0-4330-8639-6897311fd1ba
white,37,35,False,d783b4d9-9f01-450d-ae94-fbd6b13fe15f
black,33,15,False,63c3ed92-2001-4ff4-bc9c-79e09c6db2b7
red,50,13,True,78ef268e-67b1-4a13-9ce1-c8654650347f
gray,53,40,False,f877f2f6-f2a3-423b-992c-b042f1e20421
purple,12,57,False,20f6f672-53c4-4031-a38f-3255eabe6c58
yellow,28,39,True,f339f144-b4ef-4d13-af57-d379bf33597c
purple,37,16,True,2820b8cb-66f2-4aaa-b1ec-858d461b23f5
yellow,18,44,True,ae0fecdb-f1fe-403e-956d-a1e8cfe0fd01
pink,24,56,False,f8c9b5b3-7d49-4f50-9bc2-afe2e38cab6b
white,31,43,False,b874d728-07b1-4cff-a8d4-f1a256df0364
green,44,21,True,59e27b47-6d94-4752-b011-a11fa7af3f73
red,43,40,True,016a565c-d707-429d-b33b-6de21153ee30
black,51,46,True,c99c920a-c45b-4b7c-8f6e-91bb829faf43
gray,11,11,False,57e4ff07-cb87-4973-bc3d-a86f03419e18
white,35,12,True,e1c4fc14-5348-4fca-8ae3-560075963ca8
gray,25,56,False,616708d2-b26c-41c1-8c4e-42bef4243f9c
purple,30,30,False,f35e9215-2d13-4ed2-85e3-2aae3c05da40
red,40,21,False,8b4bafb0-cf33-4c4b-a026-eaaef21a435f
red,35,48,False,e351292c-30fa-4540-88dc-c36ab25b55be
gray,59,30,False,ea11946d-e813-4c07-bb0c-c3825bb3055f
gray,46,10,True,60b85708-dced-4fc1-9514-aff10e3338a5
yellow,44,20,False,88e4c18e-e2b3-4426-acc6-da00e19186b5
black,17,27,True,db9db242-848a-4dab-a329-7e1d90399790
gray,54,25,True,a5830b08-7a41-4ee7-998f-adce0327813e
purple,54,45,True,274d7744-fafd-4c83-9cf0-cc075f0069b0
black,56,14,False,dddd81dd-9ba6-4688-99ee-32a1e51e5513
white,18,53,True,aec44857-3fd6-4f70-b7cf-f7d93f3d22db
green,45,29,True,a3ccdfba-1c6b-49cd-a6c0-b9b3cde0166f
purple,14,25,True,bf397e98-4931-4b3e-a905-7a7fd65bc559
purple,47,55,True,4ced2c33-b4ea-4e70-9bb5-5ffb6b147e75
green,31,22,False,8b4bafb0-cf33-4c4b-a026-eaaef21a435f
purple,56,51,False,da4b40d4-e1b4-42ed-a382-cfecc7485d25
gray,19,12,True,2f7d900a-7f00-44c0-bf30-d85e927ca3b6
pink,52,20,True,e3907a0f-a44f-4a86-ac27-3d6b082d142b
pink,35,42,True,8259ce2d-e7e6-4552-9d92-18a0a100d217
green,17,36,True,a1b752cc-ef0e-4efc-884c-035fde112f9c
green,11,52,False,550f6e74-2336-4806-8f2d-d9b68e851f35
green,25,36,True,89bdbc64-9ba9-4dc9-a88b-4b5425c87c35
pink,23,35,True,8c353720-5a85-4a74-8c5f-b5839b43c7af
pink,46,20,True,adc64808-6382-4e69-a076-c509504d3662
pink,22,34,False,cb793722-8ce9-4880-9a0e-744f7ce3fd60
green,46,13,False,d5c15d1b-7120-452e-bbf9-8b515b2014e8
black,18,31,False,d2dfa860-a3d3-4e85-a139-064fbee45245
black,38,46,True,f8ac18ae-265e-4516-8518-c618b779ffc3
purple,14,23,True,a7665536-c759-47ee-a4af-c087e2526b80
white,54,53,True,72a9fdd8-42ab-490c-8f00-5a61260489ee
white,56,12,True,94c84a30-50f1-4ee4-a404-fde73053d185
pink,29,45,True,6d0b2301-7573-42c1-8c34-831f1275c42e
gray,56,24,False,3be2a035-a7c0-4eec-ae16-3f7012f1686b
black,15,13,False,d260810d-ae54-49bb-9d8b-e98b268c9548
gray,32,17,True,972f1cc6-6aad-4926-b732-83ddff8feb5f
white,58,21,True,c29cc37a-db65-4bd8-8f70-8b86735da2c3
yellow,46,38,False,554cecb5-0e81-4c14-908b-f5aed5e80887
green,13,20,False,0eb7b9b2-69ab-4c86-93d3-83836a7496d0
green,51,19,False,2dd10dbf-5911-4bab-898c-e788266097c7
black,10,48,True,d6ba4379-8b50-4fd1-a412-aa048879be71
green,32,22,False,57d9f57f-33af-4341-8089-f1d3a3a1b52a
pink,27,35,True,5848492d-75ff-4c68-8c20-5b5a62e994fd
yellow,54,23,False,15e8d0e9-146c-412d-aec8-9c61b8475a48
gray,12,15,True,05a84a42-1884-468e-a3f3-12738c9c018a
yellow,31,18,True,b7e5f331-4f27-4e6a-a3d1-a6576d6e1a3f
red,26,37,False,668c1f3a-a1f4-495d-8aa6-c19677df7cd8
black,39,38,True,6ff9e2a1-55db-4e7f-b65d-b01e6814aa2f
yellow,52,45,True,22e7db2f-1759-4a10-b18d-767073d9a275
red,16,15,False,b389c70f-2a04-4f02-98ca-7a4211290fa4
black,41,30,False,3ca8e70b-c980-4848-9fc8-9030745645cb
purple,59,48,True,3d011957-a6b6-403e-8e96-f368bf247a23
red,52,43,False,67b54664-783b-4918-bd17-ead960fb7f29
purple,14,46,True,7a7f6fdc-9aae-4dcf-b936-b7929528b288
purple,42,31,False,2f8b2028-b590-418b-b118-baf44a46b88a
pink,29,26,False,0734e558-45a1-463b-ac67-be8855392bc7
purple,23,33,False,de772369-2fc8-48e1-b1da-4d908b884b9f
white,57,29,False,d454b838-8156-4a04-9418-fb18b6cb45bd
white,39,38,False,6ce43276-548b-447b-8cb4-414b7dc87b83
black,11,40,False,5030134e-57c2-40c8-a8a5-c26f8c9c7c02
pink,41,38,False,a61c49c1-be18-49a7-a5c4-d08a718e5627
green,58,56,False,ac308d4a-a2e8-471b-8f33-12a19d70ceba
purple,39,39,False,2e37882b-75fe-4467-84ab-63c1e718816c
red,20,47,False,7e1ab622-b5ae-4c13-b196-1fd05f102bc6
white,54,54,True,8ffd3103-3cfe-4ce7-bddb-bc6f4a090fb5
pink,30,44,True,22e7db2f-1759-4a10-b18d-767073d9a275
white,39,38,False,eadca378-0402-4c65-ae4f-3c0417d6c3a9
gray,30,51,True,c523e113-93e5-466a-af8e-0573074146e4
pink,49,57,True,26f07aa1-083f-473e-8207-0d8fa84a778a
red,19,23,False,4d48997f-c22c-4ba3-8dd6-e6b6fc79d9dd
pink,18,53,False,baa83265-1359-4ebc-a32c-11d10b50c7a8
pink,26,54,True,085fb745-ba41-4071-a434-dba48c906f64
green,22,37,False,391c3cbc-14f4-46dd-b66d-02d45d5417a4
black,35,28,True,053b86e7-5e29-4509-a230-b17aab4bc2de
green,14,21,False,a1e0d1dd-d85a-427c-9c39-4791f8e029a8
white,37,20,False,1a69ee8c-f34e-4b86-8f4c-fb3598a7618e
yellow,58,14,True,ddc01399-d574-434f-be8f-48200a297fd2
yellow,58,12,True,8054d72e-150a-475c-87c8-e2b452843cf7
black,29,16,True,290cf798-7ace-43bc-bfb9-f78cb650e481
purple,23,13,True,ccb11900-8960-42a5-a066-a00ea6052eae
red,49,12,True,6d0b2301-7573-42c1-8c34-831f1275c42e
yellow,35,38,False,9a7ec456-00c9-429d-b8ae-0b890f6d572c
gray,36,49,False,b3f174dd-000d-446d-8482-f33c9f4dfd37
green,23,32,True,7a7f6fdc-9aae-4dcf-b936-b7929528b288
white,58,26,True,aa93faa4-b515-45fe-9cf4-d2333dac3bb3
red,25,59,False,d6da6d86-f2e0-46ac-aba2-c6132cdb80b8
red,38,38,True,a0a76d04-c28d-47ed-965b-fb89b7ded267
white,36,18,False,20176271-fef5-40ad-a000-aa445aa98b76
black,25,13,False,447bdf85-9659-48ad-9dcb-02e14292ff33
red,24,13,True,c8d3d70c-00a6-47cd-bcc2-9334f1d21a66
purple,38,19,True,73fefa28-dea6-4ab7-822a-1845a974e415
gray,23,34,False,6c19dfb7-0b7c-4aaf-84a6-8ca5eee393a3
yellow,53,23,False,9dc32b2b-c228-4015-a762-1049b6e2e049
white,36,49,True,5bf5c8cb-498f-4a8e-a1c5-80267a4ebd55
white,20,35,False,d09a2e0e-6eab-4e13-ace7-8874b55a7734
yellow,58,37,False,cec3bfad-4f4b-442f-a37f-f27f9c11bb0a
purple,54,14,False,eb05ddd5-26e2-4d68-90d1-185954c92580
green,57,27,False,9d0a3753-2f7c-485a-9147-78a4a011e151
gray,45,44,True,32d91b1f-8399-4e1c-85e1-55812beac51e
yellow,42,42,False,01e207a6-5654-455f-bfea-5693c948e818
gray,28,19,True,7c1dad0b-6281-4dd1-8d4f-c0e790d7faf2
purple,30,28,True,2a29a908-0349-43a4-b2dd-e060377a4ae6
purple,30,15,True,59986de8-09ec-4449-ad91-707c263ec33f
red,12,37,True,17366432-02a0-405e-878a-ec84c7067823
green,56,41,False,0e842c01-7243-4bbb-b8a5-af3c92b00cb6
yellow,43,27,True,0d906c46-137a-4894-8536-0358ef851abf
purple,17,38,True,32ad2449-7972-4766-942a-7cccd7a0e466
green,43,24,False,3f5b7da1-b898-4c4b-9d3b-7bb1abdb6f20
black,26,15,False,6f7f7a1f-c1f4-4389-aa0a-8faed8ffd958
black,33,56,False,da85e909-5fad-4aa4-b07f-c672ff24196c
pink,59,45,False,1270c70e-739f-4977-8a32-d5108be42f58
black,44,25,True,38d7870e-cff4-44ad-91b7-059f355e4305
gray,30,23,True,db32ef93-fed2-4143-8568-124afe8b269b
red,47,28,True,25216a05-e865-46e4-9ab1-8b11bd0a1698
purple,40,18,True,7718fdad-03fb-4075-b9ca-f089a2ab9db1
green,43,56,True,f389c5a6-577c-4fe5-a14f-46e0e1a4d2ec
gray,42,28,False,f14ac7e5-db24-4e56-b9d3-ff4761cb67df
gray,20,58,True,c523e113-93e5-466a-af8e-0573074146e4
black,44,17,False,1b786f77-dec3-4a8c-9cfe-781f68b6cabb
white,50,32,True,eba3fc21-746c-45e8-b891-1a9750362a3c
gray,55,39,True,7cccf5c6-7611-40ee-8bd1-dc8ae11a55bc
purple,14,36,False,6b193ca7-5b39-4889-b6bc-1cbfb7b1616f
gray,16,50,False,b8f62bbe-a9c4-4ef8-a268-67b7b4746796
black,31,33,True,4f3e416d-1981-4bde-bebb-e3130da6bede
black,27,50,True,f6787a2d-3d45-4618-bb54-c139d09a3d68
white,28,19,False,0eb7b9b2-69ab-4c86-93d3-83836a7496d0
red,57,28,False,667bdc76-7df8-48fe-9740-7bfc302bbfc1
purple,32,51,True,a61c49c1-be18-49a7-a5c4-d08a718e5627
red,23,56,True,07eb268d-368b-4dbb-9084-160c7484cffa
purple,39,54,False,2447977b-89cb-4899-819f-9ebfda46c14a
gray,25,17,False,44ac69ca-f539-4031-912f-2a1947b1ab50
purple,51,12,False,fc3e5159-4691-4828-87c3-2d9e68b03b0b
gray,51,40,True,68721853-7ae3-4f20-80cb-5bc44374745d
black,43,52,False,5cfa441a-79f8-4d4c-84ff-8423d7f8401e
purple,30,48,False,56a5da65-e099-40ea-9512-764347339f00
purple,28,21,True,7c40452d-35d0-444b-a297-373f5ecc20fe
black,29,49,True,a3dfc75f-dba0-452e-844c-402b4350e7bf
red,15,24,False,18c1c78c-5f92-427a-8e50-b6923a975e96
green,53,25,False,56e0dd3f-0d07-4e2c-b175-2669beb7006e
black,35,31,True,002e23f6-60be-4391-8110-664355484838
white,42,13,False,37f394cc-017e-4319-b9a7-43bffef89f21
red,11,27,False,ae32d765-6e08-4698-8c88-5594d3a2ef05
red,26,21,False,65f3707f-b9d3-4157-be91-654038282fd1
gray,47,23,False,c2ca11fd-f108-4870-b39a-7dabb219f161
black,17,11,True,76ad65f2-ea0f-43d7-9aba-78cf5c99f761
green,33,18,False,8b82c9b2-3c71-4215-a728-7ec5a1ceedae
gray,53,12,True,baa83265-1359-4ebc-a32c-11d10b50c7a8
black,31,57,True,b0b88db8-6e2e-4925-bb51-5e9e9f9fe331
white,56,48,False,120fd478-2ac6-41ae-b1c8-bfb68200e906
green,23,31,False,66b5333f-6de2-4a83-abd1-734bdffd35db
green,41,52,False,efedff44-5808-4090-bac2-e7ec215f49fd
green,20,58,False,313f6b81-5d75-4d5e-8ba6-ead78f873cef
purple,27,11,True,620a7d16-a98c-4abe-b3e7-019168fa1967
black,35,33,False,60b85708-dced-4fc1-9514-aff10e3338a5
white,48,12,False,fd65f76b-bf0b-408a-8adc-5f46f06dfd9b
black,26,25,True,4a8c5ccb-3bed-4202-bb69-841a32817b57
green,48,27,False,67adfc2c-66ff-4507-a57a-d82330a2302b
red,10,36,False,95e57522-0504-482f-9bdf-9448c566272f
purple,12,27,True,ad2399be-8657-42bd-93c3-fbea040d4c27
yellow,25,22,False,575425ca-903c-4bff-bb49-aa672db3c4e2
gray,44,17,True,ab27dc95-c94f-49aa-be67-7207a0d1da4e
yellow,28,14,False,64c7eab2-97f5-43b3-b6d2-d78114760f31
purple,26,38,False,9a7ec456-00c9-429d-b8ae-0b890f6d572c
pink,54,27,False,745e7520-bc3e-4c06-89e5-77689af8933f
black,51,57,False,d0f7b8e1-6a15-4b58-b958-9dee73875b66
black,13,59,False,6ff9e2a1-55db-4e7f-b65d-b01e6814aa2f
black,25,17,False,baae5c63-bc39-4b04-ab02-10c4accbc6fd
purple,29,29,True,6ce43276-548b-447b-8cb4-414b7dc87b83
gray,20,20,True,c7e50401-49be-4e7d-9f3c-d5800a1dadd6
white,52,27,False,d3ea3eee-77e1-4dbc-8f58-0e17c87b93ac
black,33,11,True,56b61368-f255-4f02-a636-004b18e8b40a
green,30,43,True,c357fc8c-d2c7-46c8-aede-3baf294d7b4f
white,35,36,True,a35dce94-71be-4732-878f-75b738b479a0
gray,21,31,False,cd3b2bfb-31f4-4879-8848-8c5b122ce8ee
pink,11,10,False,c7a3adb5-dc34-4f32-8860-b81836f96ace
purple,54,52,False,447bdf85-9659-48ad-9dcb-02e14292ff33
white,13,49,True,b874d728-07b1-4cff-a8d4-f1a256df0364
pink,10,46,True,4c773c87-4c1b-48ac-9b5f-91775cd5bf92
green,46,56,True,8e3ce157-e089-4158-9424-138213a6fd5f
gray,59,30,False,deaef27a-236c-4407-9b3c-b48095a908db
gray,13,54,True,64bc51c8-23c7-4161-8c6b-bbe8b9a6b704
yellow,45,26,True,3aaf7170-b4d7-48e7-a88c-5c885f240d43
purple,37,18,True,eb2e7e91-8404-4cf2-9849-6fbae2e6a40f
black,27,33,False,baf8b9c1-7a67-4c9a-bdb2-70474dfa13e0
pink,16,59,True,28e9a05f-0a96-416a-b5b4-e4f4ebba54a5
gray,28,15,False,b801f302-c5e6-423f-8e5b-80543b91b702
yellow,40,52,True,2ecc7a76-de5f-4806-8580-1295648160e6
yellow,45,18,False,895ca346-ee1d-403e-a97e-be90605d8dce
black,24,32,False,8c461181-8370-4d5b-a710-79445506ac11
white,29,33,False,3bb95599-7afa-45df-9853-072036c37d69
yellow,58,30,False,307b8618-3aa3-4725-9e56-84ca50d99e96
pink,58,18,False,15e8d0e9-146c-412d-aec8-9c61b8475a48
red,27,45,True,3654ffd4-64ce-48c2-90f6-8ae7979bab8d
white,12,28,True,f74d906c-f75b-427f-96d0-8ef3efd3feb6
pink,37,35,True,3f5b7da1-b898-4c4b-9d3b-7bb1abdb6f20
gray,55,50,False,e07220a7-64f4-4ea4-8fff-0c0295cee04f
purple,23,34,True,5f0b6b0d-fa7c-42d5-9229-59571d7d91dd
pink,43,43,False,e3907a0f-a44f-4a86-ac27-3d6b082d142b
black,20,39,True,8431e306-ea35-42cf-a7c4-baf9e1c0380c
purple,49,26,True,fe39092b-15bf-4ea1-ab24-461eb60d4c8f
black,13,34,True,e7ab5de5-6024-47de-b9f7-2a77ab773c9d
purple,44,34,False,0b2ec260-da63-419c-a038-f5aeb22981ec
yellow,48,55,True,167e3ac6-6731-44b9-8a6d-de020550af5c
red,19,30,True,e0a68a5b-0dcc-49ef-a6d1-be09a4ebfbd9
pink,35,10,True,fce9a1b5-b9d7-4de5-84c7-94c6973e2269
red,23,50,True,41d72820-24c4-4b94-97af-d54fbc20d32a
green,40,16,False,57e02baf-6c73-4c96-84c3-f67619cb05e5
black,14,42,False,b801f302-c5e6-423f-8e5b-80543b91b702
yellow,35,37,True,684ea5d2-d5db-4a7a-8d15-ea86d5712cb8
green,11,33,False,0a950430-f53e-42a5-a0b0-b02205b39d48
white,19,15,False,88e4670d-78d4-48d6-904c-61d22ee18ace
yellow,49,45,True,c70ebba3-bddb-4a3a-88e7-1cf74f3ca93a
pink,55,28,True,40157fbf-3dfe-430c-abf9-a99b1cf07707
black,48,26,True,9566c404-f8be-414d-ad16-28a94d3ff948
pink,20,17,False,a1b752cc-ef0e-4efc-884c-035fde112f9c
gray,34,53,False,987ad430-5f98-46e9-a9e4-4b09a7dbe1b5
pink,39,40,False,d94450f9-2557-4dcf-bc1a-a77c398218bc
gray,43,42,True,b72418c3-04e1-4315-a835-1868b0ab4432
green,33,31,False,a3d65df2-544b-48ca-aea1-886c58d095e9
red,52,57,False,17e53818-840e-4d52-8523-7b9479cc2e9f
gray,50,53,False,5c56dec5-0da1-43f4-9edc-747c62793dd4
pink,44,37,False,62d55396-aa72-4783-a499-554aad4495d0
green,43,55,False,7bb0c716-4e05-4bd4-be2e-00fe1b93ee4c
yellow,52,30,False,73fefa28-dea6-4ab7-822a-1845a974e415
pink,45,58,False,1f8aff31-c386-47dd-b31f-9eb7c4ddbac9
white,56,49,False,f166b6b0-a526-4076-8af4-77b322d1f87b
white,37,18,False,58010aeb-9529-4e62-8a5b-817d9e6e1d1b
pink,42,56,False,e9db4fa1-9e76-4083-83fd-bbfab93aa8e9
purple,16,31,True,23f22bd0-d55b-414e-9e9a-d479403c2865
white,32,45,True,5b00a37c-44de-4d79-a579-ebdd20c6eb8c
purple,14,38,False,682d5898-0566-4fff-8391-be4b6b6ee547
black,33,54,False,8d0e5f24-153b-4d63-99fb-502ef3e96a4c
green,40,37,False,550f6e74-2336-4806-8f2d-d9b68e851f35
red,47,28,True,4f95ff4e-a5e8-4eb6-bb7c-07a9a8e61d22
